Post_ID,Post_Code,Owner_ID,Likes,Time_Stamp,Tags,Caption
2762771413421478534,CZXVfZ0l1KG,1336549259,25,1643568039,"['#appalachaintrail', '#atsobo', '#thruhike', '#appalachaintrail2021', '#atsobo2021', '#thruhike2021', '#mainetogeorgia', '#atclassof2021']","12/2 and 12/3/21<br><br>Day 139 “Damascus”<br>Miles - 18.6<br>MM - 1698.2 to 1716.8<br><br>After a small bump to start the day, it was downhill most of the day. It was socked in up at 5,000 feet and cleared as we made our way down. Amy was coming down to visit Walk and slack us for a couple days so we made it down the mountain and walked by the VA Creeper Trail for a while before Amy picked us up and we went back to the house for the night. The AirBnB was a cool little cabin in Damascus. We relaxed and got ready for a big day coming. <br><br>Day 140 “Tennessee”<br>Miles - 27.2<br>MM - 1716.8 to 1744.0<br><br>First thing in the morning, we set out to get some slackpacking miles in.  We had a hill to get up and over before we walked through Damascus. On the way out of Damascus, we had a decent climb back to elevation. We crossed into TN about 2/3 of the way through the climb, which ended the longest state on the trail. VA was beautiful and a grind to get through. The rest of the day we cruised to an open field that we ended on the south side of. This was my longest hiking day on trail to this point in time. On our way down, we had a beautiful sunset and once we got to the van, I drove back to the house and we resupplied for the coming days. <br>.<br>.<br>.<br>.<br>.<br>.<br>.<br><br>#appalachaintrail #atsobo #thruhike #appalachaintrail2021 #atsobo2021 #thruhike2021 #mainetogeorgia #atclassof2021"
2761266341797485512,CZR_RupFNvI,1992912853,131,1643388620,"['#appalachiantrail', '#appalachian', '#appalachianmountains', '#atclassof2021', '#atclassof2022', '#hikersofinstagram', '#hikerlife', '#shawshikerhostel', '#100milewilderness', '#atnobo2021', '#atsobo2021', '#at2021', '#atthruhike']",AT class of 2021!<br>.<br>.<br>Thank you to everyone who stayed at Shaw’s! 🖤 <br>.<br>.<br>#appalachiantrail #appalachian_explorers #appalachianmountains #atclassof2021 #atclassof2022 #hikersofinstagram #hikerlife #shawshikerhostel #100milewilderness #atnobo2021 #atsobo2021 #at2021 #atthruhike
2759838785181458287,CZM6sC8Fh9v,1336549259,20,1643218442,"['#appalachaintrail', '#atsobo', '#thruhike', '#appalachaintrail2021', '#atsobo2021', '#thruhike2021', '#mainetogeorgia', '#atclassof2021']","11/30 and 12/1/21<br><br>Day 137 “Trudging through VA”<br>Miles - 26.0<br>MM - 1652.0 to 1678.0<br><br>We had a long day planned to get to a nice shelter and push our limits a bit. We walked by a closed visitors center, and ate lunch at a really nice shelter in the sun.  It was a bit warmer during the day.  We hiked the last 3 or 4 miles in the dark, and the last hill was a bit of a butt kicker, but we made camp around 7. <br><br>Day 138 “Grayson Highlands”<br>Miles - 20.2<br>MM - 1678.0 to 1698.2<br><br>First thing in the morning, we started up the remainder of Hurricane Mountain. After that climb and descent, we walked gradually uphill to an open field above 5,000 feet.  This was the first time we’ve been above 5k since Mt. Lafayette in NH. We cruised in some open fields and finally into Grayson Highlands.  We stayed above 5k for the majority of the day and enjoyed some of the best views in Virginia. The other highlight of the Grayson Highlands are the wild ponies, which we saw all day as well. We came down past Mt. Rogers, the highest peak in VA, at about dark and set up camp on the South side of a parking lot. We had a lot of activity in the area overnight.  Starting around 10ish the coyotes were howling and it was extremely loud. We also had a lot of people stopping in the parking lot by us. I had a horrible night of sleep, but enjoyed the sounds of the night. <br>.<br>.<br>.<br>.<br>.<br>.<br><br>#appalachaintrail #atsobo #thruhike #appalachaintrail2021 #atsobo2021 #thruhike2021 #mainetogeorgia #atclassof2021"
2758911670640051401,CZJn4wPLgTJ,2954421330,171,1643107921,"['#hikershike', '#hikertrash', '#hikeyourownhike', '#optoutside', '#atnobo2021', '#atsobo2021', '#atclassof2021', '#appalachiantrail', '#thetrek', '#trektheat', '#thruhike']",The mountains called. <br><br>#hikershike #hikertrash #hikeyourownhike #optoutside #atnobo2021 #atsobo2021 #atclassof2021 #appalachiantrail #thetrek #trektheat #thruhike
2758691268496970342,CZI1xevu9Jm,1336549259,25,1643081647,"['#appalachaintrail', '#atsobo', '#thruhike', '#appalachaintrail2021', '#atsobo2021', '#thruhike2021', '#mainetogeorgia', '#atclassof2021']","11/27 to 11/29/21<br><br>Day 134 “Old Friends at Weary Feet”<br>Miles - 15.8<br>MM - 1601.3 to 1617.1<br><br>Walk and I set out from Weary Feet with a shorter day in mind to recover and enjoy some hiking.  There was really nothing of note during our hiking day aside from the final climb that got rocky towards the top. We had a long ride back to the hostel and had a great conversation with Julie, the owner.  We had spaghetti for dinner and after dinner talked with two other SOBOs who were in a tough spot in their hike.  Dave broke his shoulder in a fall and they were trying to figure out how to potentially slackpack to the end.  In the middle of talking after dinner, we heard an old voice come in the front door. Our buddy, Too Late, showed up.  We haven’t seen him since Bennington, VT. We talked and caught up and went to bed. <br><br>Day 135 “Bear Garden Night”<br>Miles - 17.8<br>MM - 1617.1 to 1634.9<br><br>We had a long ride to the trailhead from Weary Feet and we had some great conversation with Robert about hunting in VA basically the whole way.  During the hiking day, we had three climbs. The first of which was up to Chestnut Knob Shelter which was a cool, fully enclosed stone shelter.  After this we walked in some open balds for a while and had great views.  The next few climbs were steeper and we moved through them and headed into Bear Garden Hostel for the night. Dave and Melissa were there continuing their slackpack adventure, and Too Late showed up later in the evening.  We ate a bunch of food from the freezer and had a very comfortable night inside. <br><br>Day 136 “Resupply at a Sunoco”<br>Miles - 17.1<br>MM - 1634.9 to 1652.0<br><br>We headed out of bear garden with Too Late back in the crew.  We planned a shorter and easier day to resupply for our push to Damascus. The hiking was pretty easy and we made it to a Sunoco station that had the snacks we needed to resupply and a bunch of food to eat while we were there. We headed up the mountain to the shelter for the night with full packs ready to finish off the highlands in VA in the coming days. <br>.<br>.<br>.<br>.<br><br>#appalachaintrail #atsobo #thruhike #appalachaintrail2021 #atsobo2021 #thruhike2021 #mainetogeorgia #atclassof2021"
2756947690206405858,CZCpVE7FiTi,5746192159,250,1642873797,"['#appalachiantrail', '#hikertrash', '#thruhike', '#thruhiker', '#atsobo2021', '#thruhiking', '#sunrisehike', '#dirtysobo', '#vermontlongtrail', '#firetower', '#backpacking', '#longdistancehiking', '#ul', '#ultralightbackpacking']","THE COLOR OF THE SKY<br>•<br>Transition has always been a challenging experience for me. Over the years, particularly in the last three, in my continuing trend of uprooting my life every three to six months for a thru-hike or a new job or an escape framed as a mental reset, I’ve gotten pretty used to drastic lifestyle changes. Burlington has been a big transition. I’m missing smaller places. Big sunrises <br>•<br>Cities with lots of stoplights and corporate corner stores and more than one main road have always left me homesick for little towns with dirt roads running through them and just a few stop signs, but not too many. You’ve only got to drive nine minutes to a trailhead that’s a gateway to a type of desert backcountry you can’t find most other places.<br>•<br>The kind of place you’re always excited to see a sunrise peeking over the horizon and illuminating your favorite hill or lake or juniper tree just outside your front door or from the trunk of your car where the pink sand drifts with timelessness and it find its way into every possible pore on your body. It won’t leave like it’s trying to keep you remembering that one time you watched a rainbow laughing, and there were fireworks inside your fingertips and you were so in love for three months. The color of the sky there is a home you’ll miss any place you’ll ever live.<br>•<br>Photo: @chriscarter146 looking East from the Stratton Mountain fire tower. One of my favorite mornings in the AT.<br>•<br>#appalachiantrail #hikertrash #thruhike #thruhiker #atsobo2021 #thruhiking #sunrisehike #dirtysobo #vermontlongtrail #firetower #backpacking #longdistancehiking #ul #ultralightbackpacking"
2754177820993583674,CY4ziLMlPo6,5746192159,463,1642543603,"['#thruhike', '#appalachiantrail', '#thruhiker', '#hikertrash', '#atsobo2021', '#southbound', '#thruhiking', '#ultralightbackpacking', '#longdistancehiking', '#franconiaridge', '#hikenewhampshire', '#whitemountains', '#alpinehiking', '#backpacking', '#sleepinthedirt', '#giveashit', '#leavenotrace', '#lnt']","CONTRAST<br>•<br>It’s so hard to explain what a thru-hike feels like - I struggle to find the words to make sense of this experience. Us hiker trash usually end up nodding, not needing words, knowing together this secret world.<br>•<br>Rad and I pushed a single-day Presidential traverse. It was miserably wet, cold, and quiet. Besides the roar of raindrops and swirling wind, it was silent on the mountain.<br>•<br>I had become accustomed to clouds consuming the White Mountain vistas after that week. We imagined their glory but witnessed only clouds and trees. We had no energy to talk above the wind and we dragged our pruned feet over the wet rocks. <br>•<br>Later, while hiking up Mt. Lafayette, we realized we were no longer shrouded in clouds. We could see more than 100 feet ahead for the first time in New Hampshire!<br>•<br>I about cried with relief, and all I mustered was, “I didn’t realize how miserable I’ve been.”<br>•<br>Soon, we were buzzing with joy, vibrating and running laps around each other, taking photos and whooping excitedly. My soul warmed. We ran up to the summit to peer down on Franconia Ridge - one of the most famous views along the AT. Drifting clouds rolled over the ridge, cloaking the view and revealing it again. The fog danced and wrapped itself around ledges and little towers. Tiny people way way off in the distance disappeared into momentary voids.<br>•<br>One can become more grateful for five minutes of sunshine after a week rain than was ever before imaginable. I can’t put emotion into this; it’s impossible. If you know it, you know it. If you don't know yet, go find it, way out there.<br>•<br>#thruhike #appalachiantrail #thruhiker #hikertrash #atsobo2021 #southbound #thruhiking #ultralightbackpacking #longdistancehiking #franconiaridge #hikenewhampshire #whitemountains #alpinehiking #backpacking #sleepinthedirt #giveashit #leavenotrace #lnt"
2753190673194676576,CY1TFSKr_Fg,190727226,85,1642425925,"['#appalachiantrail', '#thruhike', '#atsobo2021', '#hikertrash', '#hikefast', '#eatasnack', '#pupnsuds', '#nightmoves', '#sobo', '#goingfarout']","Night moves. Doin’ sneaky sneaks. I didn’t anticipate just how much of the trail I was going to experience in the dark. I often felt my strongest after the sun set. In fact, I wanted to summit springer in the dark. It felt more true to my hike. As @jimmy_rips would famously say, “The trail never closes.” Other hikers may not have liked us for it, but HYOH.<br><br>It has been a month since Ex and I aired out our tootsies one last time on the AT. Since then I have been readying to head back west and reflecting on what this lifestyle means to me and for me. I feel gratitude for having my heart spread so far and wide and longing to let my love sink in a little deeper in one place.<br><br>So here’s to little joys, laughter and celebrating milestones even if at times it feels like you can only see thirty feet ahead of you.<br><br>Pictured here is Extra’s last flag, crossing into Georgia, Springer, the first slap, the Mason Dixon line, one of our last night moves, Big Butt Pass, 1000 mile pack flip, and me realizing that I lost a filling.<br><br>#appalachiantrail #thruhike #atsobo2021 #hikertrash #hikefast #eatasnack #pupnsuds #nightmoves #sobo #goingfarout"
2751103765320770163,CYt4kxwLyJz,2530154922,41,1642177147,"['#appalachiantrail', '#appalachiantrailclassof2021', '#atsobo', '#atsobo2021', '#atthruhike', '#atthruhike2021', '#thruhiking', '#thruhiker', '#beardedhiker', '#mainetogeorgia', '#hikingsouth', '#2193', '#leftenright', '#adventuresontwofeet', '#hikingblogger', '#hikingpennsylvania', '#sobo2021', '#hikeyourownhike', '#smilesformiles']","Time. Traveling. With words and photos. @ www.zacboston.com  Link in bio.<br><br>Writer's block and the holidays behind us, I am happy to be blogging again. On my website is the newest post covering my hike on the AT through Pennsylvania back in October. <br><br>____hashtags below____<br><br>#appalachiantrail #appalachiantrailclassof2021 #atsobo #atsobo2021 #atthruhike #atthruhike2021 #thruhiking #thruhiker #beardedhiker #mainetogeorgia #hikingsouth #2193 #leftenright #adventuresontwofeet #hikingblogger #hikingpennsylvania #sobo2021 #hikeyourownhike #smilesformiles"
2747687489687154173,CYhvzbIlm39,5746192159,1100,1641769895,"['#appalachiantrail', '#thruhike', '#hikertrash', '#atsobo2021', '#atsobo', '#longdistancerelationship', '#thruhikers', '#thetrek', '#thetrekat']","THE BIG SPLIT<br>•<br>I’m not sure how to describe these photos, or how to tell the story of these five distinct moments. All of them share one thing though: a knowing that something was changing soon; a sunset on our moment together before I charged ahead into the dark race toward my 90-day goal. <br>•<br>We were both so aware of how many moments of magic can be lost in the pursuit of an itinerary. <br>•<br>When I felt called to find joy in pursuing a focused goal, Rad felt called to find joy through prolonging his journey. <br>•<br>Both choices are magical - neither is better or worse, more or less fulfilling. We didn’t miss anything because we stayed true to ourselves. If Rad had come with me, or if I had stayed with him, instead of finding perfection, we would have discovered the regret of self-betrayal.<br>•<br>The Appalachian Trail was a perfect experience for me because, even though it hurt to leave a friend I love, I followed my heart and honored the call for my own experience.<br>•<br>Love you dude. Thanks for always celebrating the  important things. @chriscarter146 <br>•<br>#appalachiantrail #thruhike #hikertrash #atsobo2021 #atsobo #longdistancerelationship #thruhikers #thetrek #thetrekat"
