Post_ID,Post_Code,Owner_ID,Likes,Time_Stamp,Tags,Caption
2687227623495755257,CVK80k5FOX5,278499341,414,1634562517,"['#backpackingtriplecrown', '#cdt', '#cdt2021', '#cdtclassof2021', '#cdtsobo2021', '#atsobo2018', '#pctsobo2020', '#pctrefugee', '#pct2021', '#continentaldividetrail', '#trekthetriplecrown', '#cdtcoalition', '#hikertrash', '#thruhike', '#thetrek', '#thruhikingwoman', '#wildwoman', '#sheiswild', '#womenwhothruhike', '#traillife', '#optoutside', '#withguthook', '#atlasguides', '#bravethecdt']","CDT ✅ Triple Crown ✅ <br><br>I set out this March with the intention of completing the Great Western Loop and my Triple Crown. I may have failed the GWL, but I did accomplish completing my backpacking triple crown! Rough calculations involved, my CDT with the alternates I took was at least 2550 miles + 1400 on the PCT + 160 on the GET/AZT puts me over 4100 miles from March 30 to October 17- my biggest hiking season so far! I’m proud and privileged to have had this experience, but I’m tired and ready to cuddle with my pup. <br><br>Thank you to the awesome friends I made along the way who made my journey special, the incredible trail angels who took care of me, and my supportive friends and family cheering me along (and sponsoring cinnamon rolls and tacos)! <br><br>Wildlife aka Mtn Jew over and out… for now 😜😊<br><br>#backpackingtriplecrown #cdt #cdt2021  #cdtclassof2021 #cdtsobo2021 #atsobo2018  #pctsobo2020 #pctrefugee #pct2021 #continentaldividetrail #trekthetriplecrown #cdtcoalition #hikertrash #thruhike #thetrek #thruhikingwoman #wildwoman #sheiswild #womenwhothruhike #traillife #optoutside #withguthook #atlasguides #bravethecdt"
2275716220307361242,B-U99hZA83a,1458165714,577,1585506535,"['#gearshotsunday', '#sundayfunday']","Been utilizing this extra time for some Spring Cleaning. <br>Who else has been reminiscing&nbsp;and dreaming of future adventures by organizing their photo libraries and gear closets?<br><br>#gearshotsunday flashback memories with @jenniithomps: ""Pre-Appalachian Trail : All clean everything 💛""<br>.<br>.<br>. .<br><br>_____<br><br>Original post: 06/29/18<br><br>_____<br><br>Sending everyone positive and healthy vibes and hope you are having a #sundayfunday"
2201237682709123111,B6MXgKAFNAn,4041802247,18,1576628002,"['#trektheat', '#atsobo2018']",No longer hiker trash.  Not even tempting.  A civilized thing now.  Very sad! #trektheat #atsobo2018.
2198480902082570846,B6Ckrt-HKpe,651930119,242,1576299368,['#atsobo2018'],Its been a whole 365 days since I finished the A.T! Just wanted to thank all the incredible people that I met on the trail who made this such a life changing and fulfilling experience. I also want to thank everyone who was following along at home. You all were my motivation to finish what I had started. Can't wait for my next adventure! #atsobo2018
2167650175938793818,B4VClmuJRFa,1435634160,97,1572624059,"['#atsobo2018', '#at2018', '#appalachiantrail', '#damascusvirginia', '#virginiacreepertrail', '#creepertrail', '#thruhiker', '#backpacker']",Happy November 1st trail-versary!<br>.<br>.<br>.<br>.<br>.<br>#atsobo2018 #at2018 #appalachiantrail #damascusvirginia #virginiacreepertrail #creepertrail #thruhiker #backpacker
2149379275271285323,B3UIRAeIapL,2606494,107,1570445998,['#hikingwithkids'],"Of the three of us who hiked the Appalachian Trail, Fizzy & Bear were the only ones who never questioned their ability to complete it. No matter what crazy distance goals they set themselves, or what the trail threw at them, they never once said enough. When they announced their intention to complete the final thousand miles in 36 days I was sure it was more that they were capable of. It wasn’t. Yet there were days when I would have happily thrown in the towel. Over the endless climbs and weeks of rain, as the trail chipped away at me, it only made them stronger.<br><br>Looking back now, what I learned most from 2,000 miles with F&B, was never to assume that my limitations define their limitations (thankfully they don’t). Recently this lesson has seemed all the more apposite, because whether its kids who hike, or kids who strike for our climate, it’s clear they can aspire to, and achieve more than many are willing to give them credit for. Our best hope is that they can accomplish what this generation lacks the courage to.<br><br>Underestimate them at your peril... .<br>.<br>We have to thank @rotucomics for this amazing painting of Fizzy & Bear on the AT. We met some very special AT SOBO hikers along the way and Comics was one of these.<br><br>Finally …<br>For anyone who wishes, we posted a daily InReach GPS track and written log of our hike here... https://share.garmin.com/fizzymarmalade  #hikingwithkids @outsidemagazine"
2135868387519040932,B2kIPttDw2k,2606494,41,1568835374,"['#hikertrashkids', '#appalachiantrail', '#atsobo', '#atsobo2018', '#at2018', '#appalachiantrail2018', '#atsobo2019', '#at2019', '#appalachiantrail2019', '#atthruhike2018', '#atthruhike', '#atthruhike2019', '#kidshike', '#kidswhohike', '#hikerkids', '#ultralightkids', '#kidswhobackpack', '#backpackingkids', '#myog', '#makeyourowngear', '#mountainkids', '#trailkids', '#kidsoutwild', '#hikingwithkids']","Fizzy here!! I suppose you’re wondering... What does and ultralight 8 year old carry in her thru hiking pack?<br><br>Not much... The list below was just enough to see us through cold nights in the north and hurricanes in the south.<br>.<br>Backpack (homemade) - 11.9oz (338g)<br>20F Quilt - 15.4oz (436g)<br>3/4 Pad - 10.2oz (290g)<br>Insulation Top - 8.5oz (241g)<br>Rain/Wind Pants - 5.1oz (144g)<br>Rain/Wind Coat - 2.6oz (75g)<br>Filter & Headlight - 4.8oz (136g)<br>2 DryBags (homemade) - 2.4oz (68g)<br><br>Total Weight - 3.8 pounds (1.73kg)<br><br>Bear and I carried all our own personal gear and our Dad, Sweeps, packed the tent... and food for 3.<br>.<br><br>For anyone who wishes, we posted a daily InReach GPS track and written log of our hike here... https://share.garmin.com/fizzymarmalade<br><br>#hikertrashkids #appalachiantrail #atsobo #atsobo2018 #at2018 #appalachiantrail2018 #atsobo2019 #at2019 #appalachiantrail2019 #atthruhike2018 #atthruhike #atthruhike2019 #kidshike #kidswhohike #hikerkids #ultralightkids #kidswhobackpack #backpackingkids #myog #makeyourowngear #mountainkids #trailkids #kidsoutwild<br>@derekcullenoutdoors @tough_soles @offthetrailhiking @ourlittlehiker  #hikingwithkids @outsidemagazine"
2130295839183482418,B2QVMdpBi4y,6928843782,47,1568171075,"['#trailtuesday', '#trektheat', '#thruhike', '#2000miler', '#appalachiantrail', '#sobo2018', '#atsobo2018', '#atsobo2018', '#atthruhike', '#southbound', '#appalachiantrailconservancy']","It is official!! We are 2,000 milers @appalachiantrail our patches ❤️❤️ over the rivers and through the woods, over the mountains and through the snow, over the fences and through the fields to springer mountain we go 🎶 Our feet know the way to walk through the day though we might go slow.<br>.<br>We got our patches a few weeks ago and get to share with everyone for the best #trailtuesday <br>We cannot thank all of our family and friends for the prayers, support, and love that we received throughout our journey! Thank you all 💕<br>.<br>.<br>.<br>.<br>.<br>.<br>.<br>#trektheat #thruhike #2000miler #appalachiantrail #sobo2018 #atsobo2018 #atsobo2018 #atthruhike #southbound #appalachiantrailconservancy"
2130103376533370029,B2Ppbw1IbSt,2606494,83,1568148131,"['#fkt', '#hikertrashkids', '#appalachiantrail', '#atsobo', '#atsobo2018', '#at2018', '#appalachiantrail2018', '#atsobo2019', '#at2019', '#appalachiantrail2019', '#atthruhike2018', '#atthruhike', '#atthruhike2019', '#fkt', '#fastestknowntime', '#fkKIDt', '#kidshike', '#kidswhohike', '#hikerkids', '#ultralightkids', '#kidswhobackpack', '#backpackingkids', '#mountainkids', '#trailkids', '#kidsoutwild', '#hiiker', '#hikingwithkids', '#runwildmychild']","Last summer my brother Bear (10yrs) and I (Fizzy, 8yrs) completed a thru hike of the Appalachian Trail in 99 days.<br>.<br>We like to walk, a lot, and our goal when we started in Maine was to hike the 2200 mile trail in the fastest time we could. We were self supported, except for our Dad (Sweeps) who carried the food, and hiked a little slower than us!<br>.<br>Understandably @fastestknowntime don’t keep separate #fkt records for 8 year old girls! And obviously we have a bit more work to do before we catch up with other great thru hikers, @anishhikes @jenpharrdavis @lizthomashiking . Nevertheless we are really proud of what we achieved. Maybe a fastest known kid time??<br>.<br>Now, almost a year since we finished the trail at Springer Mountain, we wanted to talk about our experience. So the next few posts will be about the miles we hiked, the pounds we carried, the highs, and the lows of our 2018 SOBO thru hike.<br>.<br>📷  by Sweeps (our Dad) - Us at the tip of Dursey Island on the Beara Way. One of the closest points to the AT in Ireland. We have just moved to live here and are looking forward to meeting up with Ireland’s long distance hiking community @derekcullenoutdoors @tough_soles @allezberry @coolplanet_eoin @offthetrailhiking @melmcdermott @ourlittlehiker @hikingireland<br>.<br>.<br><br>For anyone who wishes, we posted a daily InReach GPS track and written log of our hike here... https://share.garmin.com/fizzymarmalade<br><br>#hikertrashkids #appalachiantrail #atsobo #atsobo2018 #at2018 #appalachiantrail2018 #atsobo2019 #at2019 #appalachiantrail2019 #atthruhike2018 #atthruhike #atthruhike2019 #fkt #fastestknowntime #fkKIDt #kidshike #kidswhohike #hikerkids #ultralightkids #kidswhobackpack #backpackingkids #mountainkids #trailkids #kidsoutwild #hiiker #hikingwithkids #runwildmychild <br>@appalachiantrail @strawbridgetreks @kidsoutwild @westcapades @malonefamilyat @oliviapbakke @hikeuponastar @outsider_mag @mountaineering_ireland @zrdavis @appalachian.trail @hikingthrupodcast @irishadventurefilmfestival @jureksontherun @outsidemagazine"
2124972785960544771,B19a32AjOoD,6928843782,26,1567536517,"['#appalachiantrail', '#atmaine', '#atnewhampshire', '#thruhike', '#atclassof2018', '#atsobo2018', '#sobo', '#trailtuesday', '#trektheat']","Happy Trail Tuesday ❤️ Flashback to Maine and New Hampshire when we were thruhiking novices 🏔 these mountains were so beautiful, even in the fog and mist that seemed to follow us around! .<br>.<br>.<br>.<br>.<br>#appalachiantrail #atmaine #atnewhampshire #thruhike #atclassof2018 #atsobo2018 #sobo #trailtuesday #trektheat"
